Fecha y Hora,País,Provincia,Localidad,Categoría,Palabra Clave,Límite,Archivo CSV,Cantidad de Resultados
2025-06-30 01:55:51,Argentina,Buenos Aires,Ciudad autonoma de buenos aires,Mayorista,Electronicos,10,data/resultados/Mayorista_Electronicos_Ciudad_autonoma_de_buenos_aires.csv,1
